,ACC,ACP,AVAILABLE,BIAS,BMAX,BMIN,BRB,BREP,BRM1,BRM2,DR,ENABLED,FORE,FROM FILE,ID,IMAX,IMIN,KMPOST,LINE,MODE,MREP,MULT,NFD,NOTE,NREP,OFF,OMAX,OMIN,OPENPATH,OREP,OUTOFRANGE,RANGE,RAW.UNITS,RB,RDR,REP,RULE,SCALING,SDB,SP,TAGS,TAVE,TEB,TOUT,VAL,XACC,XBRB,XBREP,XCOORD,XMREP,XNREP,XOREP,XRB,XRDR,XREP,YCOORD
,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PERCENT,PERCENT/MIN,PERCENT,n/a,PERCENT,PERCENT,PERCENT,PERCENT/MIN,PERCENT/MIN,PERCENT,n/a
ELMCK-A0-PS-VIRT,,,0,,15000,-99,,10000,,,MON_ELMCK_A0_PS_VIRT:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,4491,ON,,,3,,5000,,15000,-99,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,ELMCK PRS,,,1,0,,,,18002,,,,,,,1426
ELMCK-A0-RTP-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,4524,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ELMCK BV,,,1,,,,,17985,,,,,,,1083
ELMCK-A0-RTP-MOVIN,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,4588,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ELMCK BV,,,1,,,,,17986,,,,,,,1136
ELMCK-A0-RTP-MOVKCK,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,4572,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ELMCK BV,,,1,,,,,17989,,,,,,,1188
ELMCK-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,4604,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ELMCK TMP,,,1,,,,,17992,,,,,,,1377
ELMCK-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,4667,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ELMCK TMP,,,1,,,,,17991,,,,,,,1278
ELMCK-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,4714,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ELMCK TMP,,,1,,,,,17990,,,,,,,1325
FERNY+14-3-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,4745,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FERNY BV,,,1,,,,,23964,,,,,,,1661
FERNY+14-3-A0-PMLD,,,0,,15000,-99,,10000,,,MON_FERNY_14_3_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,4761,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FERNY PRS,,,1,,,,,23686,,,,,,,1506
FERNY+14-3-A0-PMLS,,,0,,15000,-99,,10000,,,MON_FERNY_14_3_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,4793,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FERNY PRS,,,1,,,,,23693,,,,,,,1819
FERNY+14-3-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,4825,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FERNY TMP,,,1,,,,,23685,,,,,,,1458
FERNY+14-3-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,4872,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FERNY TMP,,,1,,,,,23693,,,,,,,1765
FERNY+30-8-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,4918,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FERNY BV,,,1,,,,,23973,,,,,,,1059
FERNY+30-8-A0-PMLD,,,0,,15000,-99,,10000,,,MON_FERNY_30_8_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,4934,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FERNY PRS,,,1,,,,,23741,,,,,,,870
FERNY+30-8-A0-PMLS,,,0,,15000,-99,,10000,,,MON_FERNY_30_8_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,4965,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FERNY PRS,,,1,,,,,24001,,,,,,,1265
FERNY+30-8-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,4996,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FERNY TMP,,,1,,,,,23739,,,,,,,817
FERNY+30-8-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5026,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FERNY TMP,,,1,,,,,24001,,,,,,,1211
FERNY-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,5056,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,FERNY,,,1,,,,,23782,,,,,,,2647
FERNY-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,5086,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FERNY DENS,,,1,,,,,23770,,,,,,,2740
FERNY-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_FERNY_DRA:SNQ,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,500,0,0,5117,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,FERNY DRA FLW,,,1,0,,,,24135,,,,,,,2150
FERNY-A0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5101,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FERNY DRA BV,,,1,,,,,23984,,,,,,,2201
FERNY-A0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,6625,-4999,0,5134,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,FERNY DRA FLW,,,1,,,,,23983,,,,,,,2093
FERNY-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5149,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FERNY BV,,,1,,,,,23665,,,,,,,2259
FERNY-A0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5165,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FERNY BV,,,1,,,,,23666,,,,,,,2361
FERNY-A0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5181,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FERNY BV,,,1,,,,,23664,,,,,,,2313
FERNY-A0-PD,,,0,,15000,-99,,10000,,,MON_FERNY_A0_PD:SP,1,,INPREP_INC\KSTA\LDS\FERNY.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FERNY PRS,,,1,,,,,23977,,,,,,,2575
FERNY-A0-PMLD,,,0,,15000,-99,,10000,,,MON_FERNY_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5197,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FERNY PRS,,,1,,,,,23765,,,,,,,2125
FERNY-A0-PMLS,,,0,,15000,-99,,10000,,,MON_FERNY_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5213,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,FERNY PRS,,,1,,,,,23557,,,,,,,2131
FERNY-A0-PS,,,0,,15000,-99,,10000,,,MON_FERNY_A0_PS:SP,1,,INPREP_INC\KSTA\LDS\FERNY.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,FERNY PRS,,,1,,,,,23545,,,,,,,2555
FERNY-A0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\LDS\FERNY.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(FERNY-A0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,FERNY FLW,,,1,,,,,23769,,,,,,,2546
FERNY-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5229,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FERNY TMP,,,1,,,,,23975,,,,,,,2523
FERNY-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5244,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FERNY TMP,,,1,,,,,23765,,,,,,,2077
FERNY-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5259,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FERNY TMP,,,1,,,,,23557,,,,,,,2075
FERNY-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5274,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FERNY TMP,,,1,,,,,23547,,,,,,,2505
FERNY-FLOW,,,0,,6625,-4999,,10000,,,HF_FERNY:SQ,1,,INPREP_INC\KSTA\LDS\FERNY.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,FERNY FLW,,,1,0,,,,23659,,,,,,,2546
FREMA+12-1-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5289,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,26136,,,,,,,1665
FREMA+12-1-A0-PMLD,,,0,,15000,-99,,10000,,,MON_FREMA_12_1_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5305,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,26443,,,,,,,1656
FREMA+12-1-A0-PMLS,,,0,,15000,-99,,10000,,,MON_FREMA_12_1_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5321,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,26415,,,,,,,1883
FREMA+12-1-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5337,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,26442,,,,,,,1610
FREMA+12-1-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5352,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,26414,,,,,,,1838
FREMA+25-7-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5367,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,26376,,,,,,,1045
FREMA+25-7-A0-PMLD,,,0,,15000,-99,,10000,,,MON_FREMA_25_7_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5401,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,26198,,,,,,,855
FREMA+25-7-A0-PMLS,,,0,,15000,-99,,10000,,,MON_FREMA_25_7_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5449,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,26098,,,,,,,1263
FREMA+25-7-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5465,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,26199,,,,,,,809
FREMA+25-7-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5510,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,26096,,,,,,,1216
FREMA+30-8-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5383,OFF,,,3,,5000,1,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,26553,,,,,,,783
FREMA+30-8-A0-PMLD,,,0,,15000,-99,,10000,,,MON_FREMA_30_8_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5417,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,26792,,,,,,,847
FREMA+30-8-A0-PMLS,,,0,,15000,-99,,10000,,,MON_FREMA_30_8_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5433,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,26343,,,,,,,767
FREMA+30-8-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5480,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,26792,,,,,,,801
FREMA+30-8-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5495,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,26343,,,,,,,721
FREMA-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,5525,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,FREMA,,,1,,,,,26147,,,,,,,2641
FREMA-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,5540,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA DENS,,,1,,,,,26160,,,,,,,2730
FREMA-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_FREMA_DRA:SNQ,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,500,0,0,5571,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,FREMA DRA FLW,,,1,0,,,,26544,,,,,,,2164
FREMA-A0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5555,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA DRA BV,,,1,,,,,26404,,,,,,,2216
FREMA-A0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,6625,-4999,0,5588,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,FREMA DRA FLW,,,1,,,,,26404,,,,,,,2108
FREMA-A0-LTP-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5603,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,26400,,,,,,,2740
FREMA-A0-LTP-MOVKCK,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5619,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,26400,,,,,,,2890
FREMA-A0-LTP-MOVOUT,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5635,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,26400,,,,,,,2820
FREMA-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5651,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,26069,,,,,,,2312
FREMA-A0-PD,,,0,,15000,-99,,10000,,,MON_FREMA_A0_PD:SP,1,,INPREP_INC\KSTA\LDS\FREMA.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,26402,,,,,,,2587
FREMA-A0-PMLD,,,0,,15000,-99,,10000,,,MON_FREMA_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5667,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,26187,,,,,,,2111
FREMA-A0-PMLS,,,0,,15000,-99,,10000,,,MON_FREMA_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5683,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,25950,,,,,,,2101
FREMA-A0-PS,,,0,,15000,-99,,10000,,,MON_FREMA_A0_PS:SP,1,,INPREP_INC\KSTA\LDS\FREMA.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,FREMA PRS,,,1,,,,,25946,,,,,,,2574
FREMA-A0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\LDS\FREMA.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(FREMA-A0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,FREMA FLW,,,1,,,,,26158,,,,,,,2567
FREMA-A0-RTP-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5699,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,25753,,,,,,,2735
FREMA-A0-RTP-MOVIN,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5731,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,25753,,,,,,,2815
FREMA-A0-RTP-MOVKCK,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5715,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FREMA BV,,,1,,,,,25753,,,,,,,2885
FREMA-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5747,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,26400,,,,,,,2542
FREMA-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5762,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,26189,,,,,,,2060
FREMA-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5777,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,25948,,,,,,,2054
FREMA-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5792,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FREMA TMP,,,1,,,,,25946,,,,,,,2523
FREMA-FLOW,,,0,,6625,-4999,,10000,,,HF_FREMA:SQ,1,,INPREP_INC\KSTA\LDS\FREMA.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,FREMA FLW,,,1,0,,,,26048,,,,,,,2567
FTRSM+09-5-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5807,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FTRSM BV,,,1,,,,,22360,,,,,,,1653
FTRSM+09-5-A0-PMLD,,,0,,15000,-99,,10000,,,MON_FTRSM_09_5_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5823,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FTRSM PRS,,,1,,,,,22114,,,,,,,1319
FTRSM+09-5-A0-PMLS,,,0,,15000,-99,,10000,,,MON_FTRSM_09_5_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5839,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FTRSM PRS,,,1,,,,,22077,,,,,,,1702
FTRSM+09-5-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5855,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FTRSM TMP,,,1,,,,,22115,,,,,,,1266
FTRSM+09-5-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5870,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FTRSM TMP,,,1,,,,,22076,,,,,,,1649
FTRSM+31-7-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5885,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FTRSM BV,,,1,,,,,22563,,,,,,,1664
FTRSM+31-7-A0-PMLD,,,0,,15000,-99,,10000,,,MON_FTRSM_31_7_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5901,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FTRSM PRS,,,1,,,,,22472,,,,,,,1838
FTRSM+31-7-A0-PMLS,,,0,,15000,-99,,10000,,,MON_FTRSM_31_7_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,5917,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,FTRSM PRS,,,1,,,,,22824,,,,,,,1491
FTRSM+31-7-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5933,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FTRSM TMP,,,1,,,,,22472,,,,,,,1779
FTRSM+31-7-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,5948,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FTRSM TMP,,,1,,,,,22824,,,,,,,1439
FTRSM-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,5963,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,FTRSM,,,1,,,,,22155,,,,,,,2644
FTRSM-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,5978,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,FTRSM DENS,,,1,,,,,22160,,,,,,,2730
FTRSM-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_FTRSM_DRA:SNQ,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,500,0,0,6009,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,FTRSM DRA FLW,,,1,0,,,,22534,,,,,,,2161
FTRSM-A0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,5993,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,FTRSM DRA BV,,,1,,,,,22381,,,,,,,2208
