,ACC,ACP,AVAILABLE,BIAS,BMAX,BMIN,BRB,BREP,BRM1,BRM2,DR,ENABLED,FORE,FROM FILE,ID,IMAX,IMIN,KMPOST,LINE,MODE,MREP,MULT,NFD,NOTE,NREP,OFF,OMAX,OMIN,OPENPATH,OREP,OUTOFRANGE,RANGE,RAW.UNITS,RB,RDR,REP,RULE,SCALING,SDB,SP,TAGS,TAVE,TEB,TOUT,VAL,XACC,XBRB,XBREP,XCOORD,XMREP,XNREP,XOREP,XRB,XRDR,XREP,YCOORD
,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PERCENT,PERCENT/MIN,PERCENT,n/a,PERCENT,PERCENT,PERCENT,PERCENT/MIN,PERCENT/MIN,PERCENT,n/a
REGNA-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,11985,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,REGNA TMP,,,1,,,,,10547,,,,,,,2499
REGNA-FLOW,,,0,,6625,-4999,,10000,,,HF_REGNA:SQ,1,,INPREP_INC\KSTA\LDS\REGNA.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,REGNA FLW,,,1,0,,,,10649,,,,,,,2561
RILEY-02A-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,4,0.5,0,778,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,RILEY BV,,,1,,,,,31024,,,,,,,4588
RILEY-02A-B0-PMLD,,,0,,15000,-99,,10000,,,MON_RILEY_02A_B0_PMLD:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,812,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,RILEY PRS,,,1,,,,,31323,,,,,,,4613
RILEY-02A-B0-PMLS,,,0,,15000,-99,,10000,,,MON_RILEY_02A_B0_PMLS:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,828,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,RILEY PRS,,,1,,,,,30775,,,,,,,4592
RILEY-02A-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,876,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,RILEY TMP,,,1,,,,,31329,,,,,,,4559
RILEY-02A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,891,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,RILEY TMP,,,1,,,,,30772,,,,,,,4535
RILEY-02B-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,4,0.5,0,794,OFF,,,3,,5000,1,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,RILEY BV,,,1,,,,,31358,,,,,,,4972
RILEY-02B-B0-PMLD,,,0,,15000,-99,,10000,,,MON_RILEY_02B_B0_PMLD:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,844,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,RILEY PRS,,,1,,,,,31044,,,,,,,5050
RILEY-02B-B0-PMLS,,,0,,15000,-99,,10000,,,MON_RILEY_02B_B0_PMLS:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,860,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,RILEY PRS,,,1,,,,,31051,,,,,,,4816
RILEY-02B-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,906,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,RILEY TMP,,,1,,,,,31044,,,,,,,4986
RILEY-02B-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,921,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,RILEY TMP,,,1,,,,,31048,,,,,,,4759
ROCKP-01A-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,4,0.5,0,936,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ROCKP BV,,,1,,,,,32515,,,,,,,5407
ROCKP-01A-B0-PMLD,,,0,,15000,-99,,10000,,,MON_ROCKP_01A_B0_PMLD:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,952,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32594,,,,,,,5247
ROCKP-01A-B0-PMLS,,,0,,15000,-99,,10000,,,MON_ROCKP_01A_B0_PMLS:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,968,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32593,,,,,,,5636
ROCKP-01A-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,984,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROCKP TMP,,,1,,,,,32597,,,,,,,5197
ROCKP-01A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,999,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROCKP TMP,,,1,,,,,32590,,,,,,,5578
ROCKP-03A-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,4,0.5,0,1014,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ROCKP BV,,,1,,,,,32920,,,,,,,4759
ROCKP-03A-B0-PMLD,,,0,,15000,-99,,10000,,,MON_ROCKP_03A_B0_PMLD:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,1030,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32987,,,,,,,4967
ROCKP-03A-B0-PMLS,,,0,,15000,-99,,10000,,,MON_ROCKP_03A_B0_PMLS:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,1046,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32972,,,,,,,4541
ROCKP-03A-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,1062,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROCKP TMP,,,1,,,,,32984,,,,,,,4916
ROCKP-03A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,1077,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROCKP TMP,,,1,,,,,32971,,,,,,,4492
ROCKP-04A-B0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,4,0.5,0,1092,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ROCKP BV,,,1,,,,,32928,,,,,,,5403
ROCKP-04A-B0-PMLD,,,0,,15000,-99,,10000,,,MON_ROCKP_04A_B0_PMLD:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,1108,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32937,,,,,,,5636
ROCKP-04A-B0-PMLS,,,0,,15000,-99,,10000,,,MON_ROCKP_04A_B0_PMLS:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,1124,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32983,,,,,,,5245
ROCKP-04A-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,1140,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROCKP TMP,,,1,,,,,32931,,,,,,,5578
ROCKP-04A-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,1155,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROCKP TMP,,,1,,,,,32981,,,,,,,5191
ROCKP-B0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,1000,500,0,1170,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROCKP DENS,,,1,,,,,32315,,,,,,,6488
ROCKP-B0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,4,0.5,0,1185,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,HOPEP BV,,,1,,,,,32211,,,,,,,5991
ROCKP-B0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,4,0.5,0,1201,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,HOPEP BV,,,1,,,,,32211,,,,,,,6096
ROCKP-B0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,4,0.5,0,1217,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,HOPEP BV,,,1,,,,,32212,,,,,,,6039
ROCKP-B0-PD,,,0,,15000,-99,,10000,,,MON_ROCKP_B0_PD:SP,1,,INPREP_INC\KSTC\LDS\ROCKP.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32531,,,,,,,6349
ROCKP-B0-PMLD,,,0,,15000,-99,,10000,,,MON_ROCKP_B0_PMLD:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,1233,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32317,,,,,,,5832
ROCKP-B0-PMLS,,,0,,15000,-99,,10000,,,MON_ROCKP_B0_PMLS:SP,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,15000,-99,0,1249,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32139,,,,,,,5840
ROCKP-B0-PS,,,0,,15000,-99,,10000,,,MON_ROCKP_B0_PS:SP,1,,INPREP_INC\KSTC\LDS\ROCKP.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,ROCKP PRS,,,1,,,,,32106,,,,,,,6331
ROCKP-B0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTC\LDS\ROCKP.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(ROCKP-B0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,HOPEP FLW,,,1,,,,,32315,,,,,,,6267
ROCKP-B0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,1265,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROCKP TMP,,,1,,,,,32528,,,,,,,6306
ROCKP-B0-TGRND,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,1280,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,HOPEP TMP,,,1,,,,,32120,,,,,,,6493
ROCKP-B0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,1295,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,HOPEP TMP,,,1,,,,,32319,,,,,,,5785
ROCKP-B0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,1310,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,HOPEP TMP,,,1,,,,,32139,,,,,,,5792
ROCKP-B0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTC\KSTC_SCADA.INC,,80,-39,0,1325,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,HOPEP TMP,,,1,,,,,32106,,,,,,,6284
ROCKP-FLOW,,,0,,6625,-4999,,10000,,,HF_ROCKP:SQ,1,,INPREP_INC\KSTC\LDS\ROCKP.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,ROCKP FLW,,,1,0,,,,32205,,,,,,,6267
ROSWL+15-9-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12000,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ROSWL BV,,,1,,,,,25563,,,,,,,1659
ROSWL+15-9-A0-PMLD,,,0,,15000,-99,,10000,,,MON_ROSWL_15_9_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12016,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROSWL PRS,,,1,,,,,25320,,,,,,,1331
ROSWL+15-9-A0-PMLS,,,0,,15000,-99,,10000,,,MON_ROSWL_15_9_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12032,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROSWL PRS,,,1,,,,,25266,,,,,,,1892
ROSWL+15-9-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12048,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROSWL TMP,,,1,,,,,25316,,,,,,,1289
ROSWL+15-9-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12063,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROSWL TMP,,,1,,,,,25265,,,,,,,1842
ROSWL+31-4-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12078,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ROSWL BV,,,1,,,,,25668,,,,,,,839
ROSWL+31-4-A0-PMLD,,,0,,15000,-99,,10000,,,MON_ROSWL_31_4_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12094,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROSWL PRS,,,1,,,,,25910,,,,,,,858
ROSWL+31-4-A0-PMLS,,,0,,15000,-99,,10000,,,MON_ROSWL_31_4_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12110,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROSWL PRS,,,1,,,,,25381,,,,,,,873
ROSWL+31-4-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12126,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROSWL TMP,,,1,,,,,25908,,,,,,,808
ROSWL+31-4-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12141,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROSWL TMP,,,1,,,,,25381,,,,,,,822
ROSWL-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,12156,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,ROSWL,,,1,,,,,25383,,,,,,,2648
ROSWL-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,12171,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROSWL DENS,,,1,,,,,25390,,,,,,,2730
ROSWL-A0-DRA-FLOW,,,0,,500,0,,10000,,,TAKE_ROSWL_DRA:SNQ,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,500,0,0,12202,ON,,,3,,5000,,500,0,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,ROSWL DRA FLW,,,1,0,,,,25731,,,,,,,2155
ROSWL-A0-DRA-MOV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12186,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ROSWL DRA BV,,,1,,,,,25583,,,,,,,2208
ROSWL-A0-DRA-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,6625,-4999,0,12219,ON,,,3,,5000,,6625,-4999,0,,0,,,,,1e-06,LINEAR,DISABLED,,0.08333,ROSWL DRA FLW,,,1,,,,,25583,,,,,,,2105
ROSWL-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12234,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ROSWL BV,,,1,,,,,25270,,,,,,,2259
ROSWL-A0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12250,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,LUDDE BV,,,1,,,,,25276,,,,,,,2363
ROSWL-A0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12266,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,ROSWL BV,,,1,,,,,25272,,,,,,,2308
ROSWL-A0-PD,,,0,,15000,-99,,10000,,,MON_ROSWL_A0_PD:SP,1,,INPREP_INC\KSTA\LDS\ROSWL.INC,,15000,-99,0,27,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROSWL PRS,,,1,,,,,25580,,,,,,,2581
ROSWL-A0-PMLD,,,0,,15000,-99,,10000,,,MON_ROSWL_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12282,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,ROSWL PRS,,,1,,,,,25370,,,,,,,2117
ROSWL-A0-PMLS,,,0,,15000,-99,,10000,,,MON_ROSWL_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12298,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,ROSWL PRS,,,1,,,,,25143,,,,,,,2112
ROSWL-A0-PS,,,0,,15000,-99,,10000,,,MON_ROSWL_A0_PS:SP,1,,INPREP_INC\KSTA\LDS\ROSWL.INC,,15000,-99,0,43,ON,,,3,,5000,,15000,-99,0,,0,,,,,120,LINEAR,DISABLED,,0.08333,ROSWL PRS,,,1,,,,,25147,,,,,,,2562
ROSWL-A0-Q,,,0,,6625,-4999,,10000,,,,1,,INPREP_INC\KSTA\LDS\ROSWL.INC,,6625,-4999,0,59,ON,,,3,,5000,,6625,-4999,0,,0,,,,,(ROSWL-A0-Q:RAW < 2 ? 0.2 : 20),LINEAR,ENABLED,,0.08333,ROSWL FLW,,,1,,,,,25379,,,,,,,2596
ROSWL-A0-TD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12314,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROSWL TMP,,,1,,,,,25580,,,,,,,2527
ROSWL-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12329,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROSWL TMP,,,1,,,,,25370,,,,,,,2069
ROSWL-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12344,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROSWL TMP,,,1,,,,,25143,,,,,,,2064
ROSWL-A0-TS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12359,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,ROSWL TMP,,,1,,,,,25143,,,,,,,2509
ROSWL-FLOW,,,0,,6625,-4999,,10000,,,HF_ROSWL:SQ,1,,INPREP_INC\KSTA\LDS\ROSWL.INC,,6625,-4999,0,75,ON,,,3,,5000,,6625,-100,0,,0,,,,,0,LINEAR,DISABLED,,0.08333,ROSWL FLW,,,1,0,,,,25269,,,,,,,2596
RPDCT+11-6-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12374,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,RPDCT BV,,,1,,,,,15761,,,,,,,1646
RPDCT+11-6-A0-PMLD,,,0,,15000,-99,,10000,,,MON_RPDCT_11_6_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12390,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,RPDCT PRS,,,1,,,,,15550,,,,,,,1436
RPDCT+11-6-A0-PMLS,,,0,,15000,-99,,10000,,,MON_RPDCT_11_6_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12406,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,RPDCT PRS,,,1,,,,,15491,,,,,,,1726
RPDCT+11-6-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12422,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,RPDCT TMP,,,1,,,,,15551,,,,,,,1385
RPDCT+11-6-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12437,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,RPDCT TMP,,,1,,,,,15489,,,,,,,1679
RPDCT+25-1-A0-MLV,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12452,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,RPDCT BV,,,1,,,,,15961,,,,,,,1641
RPDCT+25-1-A0-PMLD,,,0,,15000,-99,,10000,,,MON_RPDCT_25_1_A0_PMLD:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12468,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,RPDCT PRS,,,1,,,,,16196,,,,,,,1934
RPDCT+25-1-A0-PMLS,,,0,,15000,-99,,10000,,,MON_RPDCT_25_1_A0_PMLS:SP,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,15000,-99,0,12484,ON,,,3,,5000,,15000,-99,0,,0,,,,,1000,LINEAR,DISABLED,,0.08333,RPDCT PRS,,,1,,,,,16129,,,,,,,1424
RPDCT+25-1-A0-TMLD,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12500,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,RPDCT TMP,,,1,,,,,16194,,,,,,,1885
RPDCT+25-1-A0-TMLS,,,0,,80,-39,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,80,-39,0,12515,ON,,,3,,5000,,80,-39,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,RPDCT TMP,,,1,,,,,16125,,,,,,,1375
RPDCT-A0-CVPOS,,,0,,100,0,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,100,0,0,12530,ON,,,3,,5000,,100,0,0,,0,,,,,0.001,LINEAR,DISABLED,,0.08333,RPDCT,,,1,,,,,15580,,,,,,,2640
RPDCT-A0-DEN,,,0,,980,600,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,1000,500,0,12545,ON,,,3,,5000,,1000,500,0,,0,,,,,0.25,LINEAR,DISABLED,,0.08333,RPDCT DENS,,,1,,,,,15580,,,,,,,2730
RPDCT-A0-MOVBP,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12560,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,RPDCT BV,,,1,,,,,15469,,,,,,,2286
RPDCT-A0-MOVD,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12576,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,RPDCT BV,,,1,,,,,15469,,,,,,,2378
RPDCT-A0-MOVS,,,0,,4,-1,,10000,,,,1,,INPREP_INC\KSTA\KSTA_SCADA.INC,,4,0.5,0,12592,ON,,,3,,5000,,4,-1,0,,0,,,,,0.001,EARLY,DISABLED,,0.08333,RPDCT BV,,,1,,,,,15469,,,,,,,2332
