,Opening Time,Valve Coef (dimensionless)
,MIN,n/a
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,0,0
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,1.198,750
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,1.597,1300
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,1.997,2000
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,2.396,2900
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,2.795,4000
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,2.875,4300
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,3.106,5500
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,3.396,7100
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,3.685,9900
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,3.975,13000
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,4.264,17500
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,4.553,22500
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,4.843,30000
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,5.132,40000
BALL_NPS34_REMOTE_CAN_6MIN_40_60_OPEN,6,240300
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,0,0
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,2.975,429
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,3.966,965
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,4.958,1716
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,5.354,2016
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,5.528,2467
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,5.817,3539
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,6.106,4827
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,6.396,6435
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,6.685,8581
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,6.975,11798
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,7.264,15016
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,7.553,19842
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,7.843,25742
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,8.132,34858
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,8.421,45048
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,8.711,58991
BALL_NPS34_REMOTE_CAN_9MIN_30_70_EXISTING_OPEN,9,199902
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,0,0
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,2.975,750
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,3.966,1300
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,4.958,2000
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,5.354,2360
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,5.528,2900
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,5.817,4000
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,6.106,5500
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,6.396,7100
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,6.685,9900
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,6.975,13000
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,7.264,17500
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,7.553,22500
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,7.843,30000
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,8.132,40000
BALL_NPS34_REMOTE_CAN_9MIN_30_70_OPEN,9,240300
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,0,0
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,2.448,429
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,3.264,965
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,4.08,1716
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,4.896,2467
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,5.712,3539
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,5.875,3797
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,6.106,4827
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,6.396,6435
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,6.685,8581
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,6.975,11798
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,7.264,15016
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,7.553,19842
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,7.843,25742
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,8.132,34858
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,8.421,45048
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,8.711,58991
BALL_NPS34_REMOTE_CAN_9MIN_40_60_EXISTING_OPEN,9,199902
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,0,0
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,2.448,750
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,3.264,1300
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,4.08,2000
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,4.896,2900
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,5.712,4000
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,5.875,4300
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,6.106,5500
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,6.396,7100
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,6.685,9900
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,6.975,13000
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,7.264,17500
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,7.553,22500
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,7.843,30000
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,8.132,40000
BALL_NPS34_REMOTE_CAN_9MIN_40_60_OPEN,9,240300
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,0,0
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,6.889,770
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,8.267,1148
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,8.37,1400
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,8.63,2300
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,8.889,3300
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,9.148,4600
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,9.407,6100
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,9.667,8100
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,9.926,11000
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,10.185,14000
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,10.444,18000
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,10.704,25000
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,10.963,32000
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,11.222,44000
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,11.481,62000
BALL_NPS36_PS_CSHNG_12MIN_80_20_OPEN,12,271300
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,0,0
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,0.778,770
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,0.933,1148
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,1.037,1400
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,1.296,2300
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,1.556,3300
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,1.815,4600
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,2.074,6100
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,2.333,8100
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,2.593,11000
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,2.852,14000
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,3.111,18000
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,3.37,25000
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,3.63,32000
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,3.889,44000
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,4.148,62000
BALL_NPS36_PS_CSHNG_4.7MIN_OPEN,4.667,271300
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,0,0
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,1.889,770
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,2.267,1148
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,2.37,1400
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,2.63,2300
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,2.889,3300
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,3.148,4600
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,3.407,6100
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,3.667,8100
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,3.926,11000
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,4.185,14000
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,4.444,18000
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,4.704,25000
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,4.963,32000
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,5.222,44000
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,5.481,62000
BALL_NPS36_PS_CSHNG_6MIN_80_20_OPEN,6,271300
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,0,0
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,4.389,770
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,5.267,1148
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,5.37,1400
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,5.63,2300
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,5.889,3300
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,6.148,4600
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,6.407,6100
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,6.667,8100
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,6.926,11000
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,7.185,14000
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,7.444,18000
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,7.704,25000
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,7.963,32000
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,8.222,44000
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,8.481,62000
BALL_NPS36_PS_CSHNG_9MIN_80_20_OPEN,9,271300
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,0,0
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,6.878,770
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,8.253,1148
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,8.357,1400
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,8.618,2300
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,8.878,3300
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,9.138,4600
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,9.398,6100
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,9.658,8100
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,9.919,11000
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,10.179,14000
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,10.439,18000
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,10.699,25000
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,10.959,32000
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,11.219,44000
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,11.48,62000
BALL_NPS36_REMOTE_CSHNG_12MIN_80_20_OPEN,12,271300
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,0,0
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,0.781,770
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,0.937,1148
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,1.041,1400
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,1.301,2300
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,1.561,3300
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,1.821,4600
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,2.081,6100
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,2.342,8100
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,2.602,11000
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,2.862,14000
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,3.122,18000
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,3.382,25000
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,3.643,32000
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,3.903,44000
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,4.163,62000
BALL_NPS36_REMOTE_CSHNG_4.7MIN_OPEN,4.683,271300
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,0,0
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,1.878,770
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,2.253,1148
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,2.357,1400
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,2.618,2300
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,2.878,3300
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,3.138,4600
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,3.398,6100
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,3.658,8100
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,3.919,11000
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,4.179,14000
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,4.439,18000
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,4.699,25000
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,4.959,32000
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,5.219,44000
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,5.48,62000
BALL_NPS36_REMOTE_CSHNG_6MIN_80_20_OPEN,6,271300
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,0,0
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,4.378,770
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,5.253,1148
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,5.357,1400
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,5.618,2300
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,5.878,3300
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,6.138,4600
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,6.398,6100
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,6.658,8100
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,6.919,11000
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,7.179,14000
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,7.439,18000
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,7.699,25000
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,7.959,32000
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,8.219,44000
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,8.48,62000
BALL_NPS36_REMOTE_CSHNG_9MIN_80_20_OPEN,9,271300
DEFAULT_BALL_NPS30_PS_OPEN_2.083,0,0
DEFAULT_BALL_NPS30_PS_OPEN_2.083,0.377269,500
DEFAULT_BALL_NPS30_PS_OPEN_2.083,0.416667,800
DEFAULT_BALL_NPS30_PS_OPEN_2.083,0.463667,1000
DEFAULT_BALL_NPS30_PS_OPEN_2.083,0.578667,1550
DEFAULT_BALL_NPS30_PS_OPEN_2.083,0.694667,2400
DEFAULT_BALL_NPS30_PS_OPEN_2.083,0.810667,3200
DEFAULT_BALL_NPS30_PS_OPEN_2.083,0.926667,4400
DEFAULT_BALL_NPS30_PS_OPEN_2.083,1.04167,5800
DEFAULT_BALL_NPS30_PS_OPEN_2.083,1.15767,7700
DEFAULT_BALL_NPS30_PS_OPEN_2.083,1.27367,9600
DEFAULT_BALL_NPS30_PS_OPEN_2.083,1.38967,13000
DEFAULT_BALL_NPS30_PS_OPEN_2.083,1.50467,16000
DEFAULT_BALL_NPS30_PS_OPEN_2.083,1.62067,22000
DEFAULT_BALL_NPS30_PS_OPEN_2.083,1.73667,30000
DEFAULT_BALL_NPS30_PS_OPEN_2.083,2.08367,184400
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,0,0
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,0.346,750
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,0.416,1080
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,0.463,1300
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,0.578,2000
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,0.694,2900
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,0.81,4000
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,0.926,5500
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,1.041,7100
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,1.157,9900
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,1.272,13000
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,1.389,17500
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,1.504,22500
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,1.62,30000
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,1.735,40000
DEFAULT_BALL_NPS34_PS_CONV_NEW_OPEN_2.083,2.083,240300
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,0,0
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,0.346,429
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,0.416,751
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,0.578,1716
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,0.694,2467
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,0.81,3539
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,0.926,4827
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,1.041,6435
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,1.157,8581
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,1.272,11798
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,1.389,15016
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,1.504,19842
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,1.62,25742
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,1.735,34858
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,1.852,45048
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,1.967,58991
DEFAULT_BALL_NPS34_PS_EXISTING_OPEN_2.083,2.083,199902
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,0,0
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,6.807,1317
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,7.08,4390
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,7.627,15805
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,8.173,27220
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,8.72,38634
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,9.267,48951
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,9.813,58829
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,10.36,67610
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,10.907,75512
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,11.453,81659
GATE_NPS24_PS_CSHNG_12MIN_95_05_OPEN,12,85171
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,0,0
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,0.547,4390
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,1.093,15805
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,1.64,27220
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,2.187,38634
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,2.733,48951
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,3.28,58829
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,3.827,67610
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,4.373,75512
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,4.92,81659
GATE_NPS24_PS_CSHNG_5.5MIN_OPEN,5.467,85171
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,0,0
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,0.807,1317
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,1.08,4390
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,1.627,15805
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,2.173,27220
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,2.72,38634
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,3.267,48951
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,3.813,58829
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,4.36,67610
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,4.907,75512
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,5.453,81659
GATE_NPS24_PS_CSHNG_6MIN_95_05_OPEN,6,85171
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,0,0
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,3.807,1317
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,4.08,4390
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,4.627,15805
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,5.173,27220
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,5.72,38634
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,6.267,48951
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,6.813,58829
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,7.36,67610
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,7.907,75512
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,8.453,81659
GATE_NPS24_PS_CSHNG_9MIN_95_05_OPEN,9,85171
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,0,0
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,7.614,2537
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,7.845,7805
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,8.307,26537
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,8.768,45268
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,9.23,62439
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,9.692,80000
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,10.153,95610
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,10.615,110049
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,11.077,122537
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,11.538,132683
GATE_NPS30_PS_CSHNG_12MIN_95_05_OPEN,12,138927
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,0,0
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,0.462,7805
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,0.923,26537
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,1.385,45268
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,1.847,62439
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,2.308,80000
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,2.77,95610
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,3.232,110049
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,3.693,122537
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,4.155,132683
GATE_NPS30_PS_CSHNG_4.6MIN_OPEN,4.617,138927
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,0,0
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,1.614,2537
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,1.845,7805
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,2.307,26537
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,2.768,45268
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,3.23,62439
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,3.692,80000
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,4.153,95610
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,4.615,110049
GATE_NPS30_PS_CSHNG_6MIN_95_05_OPEN,5.077,122537
